Altium Designer Pick and Place Locations
C:\Users\dparker\OneDrive - Imperial College London\Desktop\DUNE-Variant-AMC-FMC-Carrier-AFC\manufacturing\Pick Place\PnP_AFC_v4.0.2_DUNE.csv

========================================================================================================================
File Design Information:

Date:       05/08/26
Time:       15:26
Revision:   ca124e2ca1e83640e976a10fcd212f5c413419b6
Variant:    DUNE
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"J22","TSM-102-01-L-SH-P-TR","TopLayer","SAMTEC_TSM-102-01-L-SH-P-TR","-143.0000","44.2200","0",""
"IC66","MCP23016-I/SO","TopLayer","SOIC127P1030X265-28N","-129.7224","-27.3970","270","16-bit I/O I2C I/O Expander"
"C477","22uF","TopLayer","CAPC3216X180N","-102.0000","44.0000","90","Non-polarised capacitor"
"C479","22pF","TopLayer","CAPC1005X55N","-100.5000","37.5000","90","Non-polarised capacitor"
"Y1","ASDMB-100.000MHZ-XY-T","TopLayer","FP-ASDM-ASDMB-MFG","-148.0000","63.5000","0","MEMS Oscillator 100MHz ±10ppm LVCMOS 1.8V~3.3V SMD 2.5x2mm"
"C487","100nF","TopLayer","CAPC0603X33N","-135.7500","16.7500","90","Non-polarised capacitor"
"C486","100nF","TopLayer","CAPC0603X33N","-141.1250","18.3750","0","Non-polarised capacitor"
"C485","100nF","TopLayer","CAPC0603X33N","-135.7500","18.2500","270","Non-polarised capacitor"
"C484","100nF","TopLayer","CAPC0603X33N","-122.2500","-10.2500","90","Non-polarised capacitor"
"C483","100nF","TopLayer","CAPC0603X33N","-121.2500","-9.2500","90","Non-polarised capacitor"
"C482","100nF","TopLayer","CAPC0603X33N","-121.0000","-8.0000","135","Non-polarised capacitor"
"C481","100nF","TopLayer","CAPC0603X33N","-138.1250","12.7500","270","Non-polarised capacitor"
"C480","100nF","TopLayer","CAPC0603X33N","-143.5000","11.7500","0","Non-polarised capacitor"
"U","LMK1D2104","TopLayer","LMK1D2104","-135.0000","-12.0000","90","Dual 1:4 LVDS buffer"
"U5","410-357-B","TopLayer","QFN18_410-357-B_DGT","-158.2500","6.0000","90","Description"
"U3","TPSM843521RCJR","TopLayer","RCJ0009A-MFG","-103.4000","38.1438","180","3.8V to 18V input, 5A, 200kHz to 2.2MHz synchronous step-down power module 9-QFN-FCMOD -40 to 125"
"U2","TPSM843521RCJR","BottomLayer","RCJ0009A-MFG","-71.1000","1.3938","0","3.8V to 18V input, 5A, 200kHz to 2.2MHz synchronous step-down power module 9-QFN-FCMOD -40 to 125"
"U1","TPSM843521RCJR","BottomLayer","RCJ0009A-MFG","-83.1000","1.3938","0","3.8V to 18V input, 5A, 200kHz to 2.2MHz synchronous step-down power module 9-QFN-FCMOD -40 to 125"
"R571","0","TopLayer","RESC1005X40N","-125.5000","-11.7500","90","Resistor"
"R570","0","TopLayer","RESC0603X28N","-102.8400","11.8751","180","Resistor"
"R569","0","TopLayer","RESC0603X28N","-102.8400","12.5001","180","Resistor"
"R568","0","TopLayer","RESC1005X40N","-119.5950","-20.6250","0","Resistor"
"R567","0","TopLayer","RESC1005X40N","-119.6294","-21.9690","0","Resistor"
"R566","0","BottomLayer","RESC1005X40N","-23.8991","53.1234","290","Resistor"
"R565","0","BottomLayer","RESC1005X40N","-23.8991","51.2749","70","Resistor"
"Q28","FDS6898AZ","BottomLayer","FP-751EB-MFG","-73.8802","-26.2068","90","FDS6898AZ Dual N-Channel Logic Level PWM Optimized PowerTrench® MOSFET 20V, 9.4A, 14mO"
"Q26","FDS6898AZ","BottomLayer","FP-751EB-MFG","-87.4184","-26.3008","90","FDS6898AZ Dual N-Channel Logic Level PWM Optimized PowerTrench® MOSFET 20V, 9.4A, 14mO"
"Q25","FDS6898AZ","BottomLayer","FP-751EB-MFG","-30.8252","-17.6568","90","FDS6898AZ Dual N-Channel Logic Level PWM Optimized PowerTrench® MOSFET 20V, 9.4A, 14mO"
"L7","SRN3015-1R0Y","TopLayer","BOUR-SRN3015-2_V","-143.0000","5.5000","0","Semi-shielded Power Inductor, 1 uH, +/- 30%, 2.35 A, -40 to 125 degC, 3 x 3 x 1.5 mm SMD, RoHS and Halogen Free, Tape and Reel"
"L4","SRN3015-1R0Y","BottomLayer","BOUR-SRN3015-2_V","-57.0000","40.5000","180","Semi-shielded Power Inductor, 1 uH, +/- 30%, 2.35 A, -40 to 125 degC, 3 x 3 x 1.5 mm SMD, RoHS and Halogen Free, Tape and Reel"
"L2","SRN3015-1R0Y","BottomLayer","BOUR-SRN3015-2_V","-77.0000","40.5000","90","Semi-shielded Power Inductor, 1 uH, +/- 30%, 2.35 A, -40 to 125 degC, 3 x 3 x 1.5 mm SMD, RoHS and Halogen Free, Tape and Reel"
"J23","TSM-103-01-L-SH-P-TR","TopLayer","SAMTEC_TSM-103-01-L-SH-P-TR","-132.5000","34.2200","0",""
"J17","FTSH-105-01-F-DV-K-TR","TopLayer","FP-FTSH-105-01-F-DV-K-TR-MFG","-163.8750","90.8750","90","CONN HEADER SMD 10POS 1.27MM"
"J16","U.FL","TopLayer","HIROSE_U.FL-R-SMT-1(10)","-128.5000","-3.2375","180",""
"J14","U.FL","TopLayer","HIROSE_U.FL-R-SMT-1(10)","-128.5000","3.7375","0",""
"J13","U.FL","TopLayer","HIROSE_U.FL-R-SMT-1(10)","-136.0000","-3.2375","180",""
"J10","U.FL","TopLayer","HIROSE_U.FL-R-SMT-1(10)","-136.0000","3.7375","0",""
"IC22","NB6N11SMNG","TopLayer","QFN50P300X300X100-17N-S185","-141.0000","0.5000","180","3.3V 1:2 AnyLevel Input to LVDS Fanout Buffer / Translator"
"C761","100nF","BottomLayer","CAPC0603X33N","-9.0764","30.1764","270","Non-polarised capacitor"
"C760","100nF","BottomLayer","CAPC0603X33N","-9.0738","28.7076","90","Non-polarised capacitor"
"R563","0","TopLayer","RESC1005X40N","-172.7250","-13.7950","90","Resistor"
"R560","0","TopLayer","RESC1005X40N","-123.5000","-11.7500","90","Resistor"
"R559","100","TopLayer","RESC1005X40N","-129.4000","0.0250","270","Resistor - 1%"
"R558","100","TopLayer","RESC1005X40N","-134.2500","-15.7500","0","Resistor - 1%"
"R557","100","TopLayer","RESC1005X40N","-140.7500","-9.2500","270","Resistor - 1%"
"R556","100k","TopLayer","RESC1005X40N","-156.3370","30.9750","180","Resistor - 1%"
"R555","0","TopLayer","RESC1005X40N","-163.1250","60.9250","90","Resistor"
"R554","49R9","TopLayer","RESC1005X40N","-130.0000","-12.1250","0","Resistor - 1%"
"R553","49R9","TopLayer","RESC1005X40N","-130.0000","-13.1250","0","Resistor - 1%"
"R542","0","TopLayer","RESC1005X40N","-143.7184","1.9090","90","Resistor"
"C433","100nF","TopLayer","CAPC1005X55N","-167.8772","56.3800","0","Non-polarised capacitor"
"B13","SMD Pad","TopLayer","C100","-99.6500","-20.0000","90","Through Hole Pad"
"T2","BSS138LT1G","TopLayer","SOT95P240X110-3N","-167.3772","59.0300","180","N-CHANNEL MOSFET WITH DIODE"
"T1","BSS138LT1G","TopLayer","SOT95P240X110-3N","-166.7397","53.8750","0","N-CHANNEL MOSFET WITH DIODE"
"R552","0","TopLayer","RESC1005X40N","-160.4726","85.6522","0","Resistor"
"R503","10k","TopLayer","RESC1005X40N","-164.9022","59.0050","270","Resistor - 1%"
"R499","10k","TopLayer","RESC1005X40N","-165.7772","56.3800","0","Resistor - 1%"
"D27","CPDH3V3UP-HF","TopLayer","SODFL1608X65N","-169.5272","54.0050","270","ESD protection diode"
"R541","10","BottomLayer","RESC1005X40N","-62.6250","-1.9750","0","Resistor - 1%"
"R540","10","BottomLayer","RESC1005X40N","-62.6250","-2.7500","0","Resistor - 1%"
"R523","10","BottomLayer","RESC1005X40N","-58.4000","0.6250","270","Resistor - 1%"
"R521","10","BottomLayer","RESC1005X40N","-59.6250","0.6500","270","Resistor - 1%"
"R519","10","BottomLayer","RESC1005X40N","-57.5500","-3.6750","90","Resistor - 1%"
"R517","10","BottomLayer","RESC1005X40N","-57.5500","-1.8250","90","Resistor - 1%"
"R515","10","BottomLayer","RESC1005X40N","-54.3000","-1.0750","180","Resistor - 1%"
"R513","10","BottomLayer","RESC1005X40N","-54.3000","-2.2750","180","Resistor - 1%"
"R511","10","BottomLayer","RESC1005X40N","-54.3500","1.0500","0","Resistor - 1%"
"R509","10","BottomLayer","RESC1005X40N","-54.3500","0.1500","0","Resistor - 1%"
"R507","10","BottomLayer","RESC1005X40N","-48.9500","-2.1250","180","Resistor - 1%"
"R505","10","BottomLayer","RESC1005X40N","-49.0750","-0.8250","180","Resistor - 1%"
"R497","10","BottomLayer","RESC1005X40N","-24.2500","-21.6500","180","Resistor - 1%"
"R495","10","BottomLayer","RESC1005X40N","-22.0000","-20.8500","90","Resistor - 1%"
"R477","10","BottomLayer","RESC1005X40N","-26.6500","-18.2250","270","Resistor - 1%"
"R409","10","BottomLayer","RESC1005X40N","-26.6500","-20.0500","90","Resistor - 1%"
"C757","100nF","BottomLayer","CAPC0603X33N","-61.1500","-2.3750","270","Non-polarised capacitor"
"C756","100nF","BottomLayer","CAPC0603X33N","-58.9250","-1.0000","180","Non-polarised capacitor"
"C755","100nF","BottomLayer","CAPC0603X33N","-56.7000","-2.4000","90","Non-polarised capacitor"
"C754","100nF","BottomLayer","CAPC0603X33N","-55.9750","-1.1500","270","Non-polarised capacitor"
"C749","100nF","BottomLayer","CAPC0603X33N","-52.7500","-0.1750","180","Non-polarised capacitor"
"C624","100nF","BottomLayer","CAPC0603X33N","-50.6500","-1.6000","90","Non-polarised capacitor"
"C613","100nF","BottomLayer","CAPC0603X33N","-23.1500","-20.5000","0","Non-polarised capacitor"
"C595","100nF","BottomLayer","CAPC0603X33N","-25.2500","-19.1250","270","Non-polarised capacitor"
"IC59","SN65MLVD082DGG","TopLayer","SOP50P810X120-64N","-14.0370","-18.2656","180","8-Channel Half-Duplex M-LVDS Line Transceiver"
"C46","22uF","BottomLayer","CAPC3216X180N","-85.5000","8.2500","180","Non-polarised capacitor"
"C504","22uF","TopLayer","CAPC1709X100N","-93.5608","58.8010","0","Non-polarised capacitor"
"C502","22uF","TopLayer","CAPC1709X100N","-49.1236","72.3646","270","Non-polarised capacitor"
"R406","100k","TopLayer","RESC1005X40N","-141.6304","77.5716","0","Resistor - 1%"
"R403","100k","TopLayer","RESC1005X40N","-141.6304","78.5622","0","Resistor - 1%"
"FB3","220R@100MHz","TopLayer","INDC2012X105N","-22.1742","-23.8760","90","Inductor"
"IC25","PCA9306DCTR","TopLayer","SOP65P400X130-8N","-106.4950","107.0750","0","Dual Bidirectional I2C Bus And SMBus Voltage-Level Translator"
"C496","100nF","TopLayer","CAPC0603X33N","-132.0038","-33.7058","180","Non-polarised capacitor"
"IC1","LPC1768FBD100","TopLayer","QFP50P1600X1600X160-100N","-149.8600","93.6752","270","LPC1768 Series 64kB 100MHz 32-Bit ARM Cortex-M3 Microcontroller"
"R402","0","TopLayer","RESC0603X28N","-134.7216","22.1233","0","Resistor"
"R401","0","TopLayer","RESC0603X28N","-132.8928","22.1235","180","Resistor"
"R369","0","TopLayer","RESC0603X28N","-132.0547","21.0058","270","Resistor"
"R172","0","TopLayer","RESC0603X28N","-155.8409","25.0046","270","Resistor"
"R171","0","TopLayer","RESC0603X28N","-155.8407","23.1250","90","Resistor"
"R170","0","TopLayer","RESC0603X28N","-156.9584","22.2361","180","Resistor"
"R137","0","TopLayer","RESC1005X40N","-91.8972","-26.6954","270","Resistor"
"J9","Header 20","BottomLayer","SAMTEC_FTSH-110-01-F-DV-K","-80.8482","-9.7566","180","Connector 20 Male"
"C452","100nF","TopLayer","CAPC0603X33N","-164.1856","77.8764","90","Non-polarised capacitor"
"C413","100nF","TopLayer","CAPC0603X33N","-119.6134","-2.9822","0","Non-polarised capacitor"
"C411","100nF","TopLayer","CAPC0603X33N","-119.6134","-3.5822","0","Non-polarised capacitor"
"R145","0","TopLayer","RESC1005X40N","-143.6930","-1.0120","270","Resistor"
"R501","10k","TopLayer","RESC1005X40N","-154.3304","-23.3554","270","Resistor - 1%"
"TPD38","","BottomLayer","TYCO_RCT-0C","-100.5500","-1.5000","90","Test Point"
"TPD37","","BottomLayer","TYCO_RCT-0C","-51.0032","-7.3406","270","Test Point"
"TPD34","","TopLayer","TYCO_RCT-0C","-160.9344","103.4796","180","Test Point"
"TPD31","","TopLayer","TYCO_RCT-0C","-18.4658","-29.1338","180","Test Point"
"TPD30","","TopLayer","TYCO_RCT-0C","-140.3096","104.3178","90","Test Point"
"TPD29","","TopLayer","TYCO_RCT-0C","-87.0000","38.0000","180","Test Point"
"TPD28","","BottomLayer","TYCO_RCT-0C","-69.5960","-32.5120","180","Test Point"
"TPD24","","TopLayer","TYCO_RCT-0C","-154.1250","-11.6250","90","Test Point"
"TPD21","","TopLayer","TYCO_RCT-0C","-159.4866","52.8066","90","Test Point"
"TPD20","","TopLayer","TYCO_RCT-0C","-139.4206","42.1640","90","Test Point"
"TPD19","","TopLayer","TYCO_RCT-0C","-69.6000","-32.5000","180","Test Point"
"TPD16","","BottomLayer","TYCO_RCT-0C","-53.0125","-32.7500","180","Test Point"
"TPD15","","TopLayer","TYCO_RCT-0C","-123.3170","3.9624","90","Test Point"
"TPD14","","BottomLayer","TYCO_RCT-0C","-38.7947","85.0000","180","Test Point"
"TPD13","","TopLayer","TYCO_RCT-0C","-33.5750","98.2250","90","Test Point"
"TPD9","","BottomLayer","TYCO_RCT-0C","-100.2750","80.7500","90","Test Point"
"TPD6","","TopLayer","TYCO_RCT-0C","-61.3664","7.7978","90","Test Point"
"TPD5","","TopLayer","TYCO_RCT-0C","-39.7764","43.9166","180","Test Point"
"TPD3","","BottomLayer","TYCO_RCT-0C","-26.8224","-1.1176","90","Test Point"
"TPD2","","TopLayer","TYCO_RCT-0C","-101.1174","65.2780","270","Test Point"
"R493","0","TopLayer","RESC1005X40N","-119.6164","59.6470","270","Resistor"
"R491","0","TopLayer","RESC1005X40N","-119.1768","57.7342","180","Resistor"
"R489","0","TopLayer","RESC1005X40N","-120.3452","56.5912","180","Resistor"
"R487","0","TopLayer","RESC1005X40N","-119.6848","55.1688","270","Resistor"
"R485","0","TopLayer","RESC1005X40N","-119.2530","53.3146","180","Resistor"
"R481","0","TopLayer","RESC1005X40N","-120.4976","52.1970","180","Resistor"
"R325","10k","BottomLayer","RESC1005X40N","-25.7048","-5.7404","90","Resistor - 1%"
"R324","10k","BottomLayer","RESC1005X40N","-17.7800","-5.2198","90","Resistor - 1%"
"R323","10k","TopLayer","RESC1005X40N","-120.9802","32.6136","180","Resistor - 1%"
"R322","10k","TopLayer","RESC1005X40N","-122.8344","86.8426","90","Resistor - 1%"
"R254","0","TopLayer","RESC1005X40N","-141.7574","-17.8562","270","Resistor"
"R253","0","TopLayer","RESC1005X40N","-141.7574","-20.7772","90","Resistor"
"R125","10k","TopLayer","RESC1005X40N","-139.5222","-23.1648","90","Resistor - 1%"
"R6","10k","TopLayer","RESC1005X40N","-137.4902","-33.8074","0","Resistor - 1%"
"OSC3","125MHz","TopLayer","OSC_SILICON-LAB_SI511-6N(3.2X5)","-145.5928","-20.3708","0","Crystal Oscillator 6 pins, Si511 (LVDS/LVPECL/HCSL/Dual CMOS)"
"FB31","120R@100MHz","TopLayer","INDC1005X55N","-143.4846","-17.0942","0",""
"IC42","PCA9306DCTR","TopLayer","SOP65P400X130-8N","-164.7952","-22.0472","0","Dual Bidirectional I2C Bus And SMBus Voltage-Level Translator"
"IC38","NB6N11SMNG","TopLayer","QFN50P300X300X100-17N-S185","-139.0402","-19.2572","180","3.3V 1:2 AnyLevel Input to LVDS Fanout Buffer / Translator"
"IC37","SN74AVC2T245RSWR","TopLayer","QFN40P140X180X55-10N","-121.4818","58.6596","180","Dual-Bit Dual-Supply Bus Transceiver With Configurable Voltage Translation and 3-State Outputs"
"IC36","SN74AVC2T245RSWR","TopLayer","QFN40P140X180X55-10N","-121.5540","54.2512","180","Dual-Bit Dual-Supply Bus Transceiver With Configurable Voltage Translation and 3-State Outputs"
"IC28","SN74AVC2T245RSWR","TopLayer","QFN40P140X180X55-10N","-157.5934","24.2062","180","Dual-Bit Dual-Supply Bus Transceiver With Configurable Voltage Translation and 3-State Outputs"
"IC23","SN74AVC8T245RHL","BottomLayer","TEXAS_RHL_(S-PVQFN-N24)","-13.8818","-8.9176","270","8-Bit Dual-Supply Bus Transceiver With Configurable Voltage Translation and 3-State Outputs"
"IC17","SN74AVC2T245RSWR","TopLayer","QFN40P140X180X55-10N","-134.0214","20.3518","270","Dual-Bit Dual-Supply Bus Transceiver With Configurable Voltage Translation and 3-State Outputs"
"D32","BAT165","BottomLayer","SOD2512X110N","-24.2316","-4.7752","270","Schottky Diode"
"D31","BAT165","BottomLayer","SOD2512X110N","-16.3576","-4.4704","270","Schottky Diode"
"D30","BAT165","TopLayer","SOD2512X110N","-124.5108","32.6136","0","Schottky Diode"
"D8","BAT165","TopLayer","SOD2512X110N","-126.0094","86.4108","0","Schottky Diode"
"C434","100nF","TopLayer","CAPC0603X33N","-139.8270","-21.8694","0","Non-polarised capacitor"
"C418","100nF","TopLayer","CAPC0603X33N","-144.8054","-16.8148","270","Non-polarised capacitor"
"C415","100nF","TopLayer","CAPC0603X33N","-134.7470","18.5928","180","Non-polarised capacitor"
"C400","100nF","TopLayer","CAPC0603X33N","-133.1976","18.5928","0","Non-polarised capacitor"
"C382","100nF","TopLayer","CAPC0603X33N","-123.3170","54.9402","90","Non-polarised capacitor"
"C381","100nF","TopLayer","CAPC0603X33N","-123.3170","53.3908","270","Non-polarised capacitor"
"C378","100nF","TopLayer","CAPC0603X33N","-132.2500","11.2500","180","Non-polarised capacitor"
"C377","100nF","TopLayer","CAPC0603X33N","-141.0000","-2.7500","90","Non-polarised capacitor"
"C312","100nF","TopLayer","CAPC0603X33N","-141.7500","-2.7500","90","Non-polarised capacitor"
"C311","100nF","BottomLayer","CAPC0603X33N","-17.6784","-7.1628","270","Non-polarised capacitor"
"C310","100nF","BottomLayer","CAPC0603X33N","-17.6530","-10.9982","270","Non-polarised capacitor"
"C309","100nF","BottomLayer","CAPC0603X33N","-17.6530","-9.4488","90","Non-polarised capacitor"
"C305","100nF","TopLayer","CAPC0603X33N","-16.6068","-8.1676","0","Non-polarised capacitor"
"C440","100nF","TopLayer","CAPC0603X33N","-127.9000","-0.4750","180","Non-polarised capacitor"
"C435","100nF","TopLayer","CAPC0603X33N","-140.2500","-2.7500","90","Non-polarised capacitor"
"C438","100nF","TopLayer","CAPC0603X33N","-139.2500","-9.7500","180","Non-polarised capacitor"
"C442","10uF","TopLayer","CAPC1608X87N","-130.7500","-7.0000","180","Non-polarised capacitor"
"C444","100nF","TopLayer","CAPC0603X33N","-131.3750","-14.1250","90","Non-polarised capacitor"
"C460","1uF","TopLayer","CAPC1608X87N","-99.5000","40.5000","180","Non-polarised capacitor"
"C458","10uF","TopLayer","CAPC2012X135N","-108.7500","36.7500","90","Non-polarised capacitor"
"C436","100nF","TopLayer","CAPC0603X33N","-128.6250","-12.7500","90","Non-polarised capacitor"
"C462","22uF","TopLayer","CAPC3216X180N","-104.5000","44.0000","90","Non-polarised capacitor"
"C441","100nF","TopLayer","CAPC0603X33N","-139.0000","13.1250","270","Non-polarised capacitor"
"C445","100nF","TopLayer","CAPC0603X33N","-138.6250","-14.1250","90","Non-polarised capacitor"
"C443","100nF","TopLayer","CAPC0603X33N","-132.7500","-8.3750","180","Non-polarised capacitor"
"FB4","120R@100MHz","TopLayer","INDC1005X55N","-134.0000","-7.0000","180",""
"C439","100nF","TopLayer","CAPC0603X33N","-127.9000","0.5250","180","Non-polarised capacitor"
"C464","22uF","TopLayer","CAPC3216X180N","-99.5000","44.0000","90","Non-polarised capacitor"
"C437","100nF","TopLayer","CAPC0603X33N","-139.2500","-8.7500","180","Non-polarised capacitor"
"IC45","SN74AUP1T87DCKR","TopLayer","DCK0005A_L","-165.8112","78.5114","270","Low Power, 1.8/2.5/3.3-V In, 3.3-V CMOS Out, 2-Input Positive Exclusive-NOR Gate, DCK0005A, LARGE T&R"
"R437","100","TopLayer","RESC1005X40N","-166.0144","76.5302","0","Resistor - 1%"
"R393","240","BottomLayer","RESC1005X40N","-13.6906","-13.0048","180","Resistor - 1%"
"R392","330","BottomLayer","RESC1005X40N","-15.5448","-13.0048","0","Resistor - 1%"
"R391","240","BottomLayer","RESC1005X40N","-13.6906","-14.5034","180","Resistor - 1%"
"R389","330","BottomLayer","RESC1005X40N","-15.5448","-14.5034","0","Resistor - 1%"
"R388","240","BottomLayer","RESC1005X40N","-13.6906","-16.0020","180","Resistor - 1%"
"R387","330","BottomLayer","RESC1005X40N","-15.5448","-16.0020","0","Resistor - 1%"
"R377","240","BottomLayer","RESC1005X40N","-13.6906","-17.5006","180","Resistor - 1%"
"R373","330","BottomLayer","RESC1005X40N","-15.5448","-17.5006","0","Resistor - 1%"
"R371","240","BottomLayer","RESC1005X40N","-13.6906","-19.0246","180","Resistor - 1%"
"R367","330","BottomLayer","RESC1005X40N","-15.5448","-19.0246","0","Resistor - 1%"
"R365","0","TopLayer","RESC0603X28N","-19.8882","-10.5157","0","Resistor"
"R361","240","BottomLayer","RESC1005X40N","-13.6906","-20.5232","180","Resistor - 1%"
"R349","330","BottomLayer","RESC1005X40N","-15.5448","-20.5232","0","Resistor - 1%"
"R345","240","BottomLayer","RESC1005X40N","-13.6906","-22.0218","180","Resistor - 1%"
"R310","330","BottomLayer","RESC1005X40N","-15.5448","-22.0218","0","Resistor - 1%"
"R309","240","BottomLayer","RESC1005X40N","-13.6906","-23.5204","180","Resistor - 1%"
"R293","330","BottomLayer","RESC1005X40N","-15.5448","-23.5204","0","Resistor - 1%"
"C306","1uF","TopLayer","CAPC1608X87N","-138.2014","89.3318","90","Non-polarised capacitor"
"C215","100nF","TopLayer","CAPC0603X33N","-123.2232","57.9198","270","Non-polarised capacitor"
"C214","100nF","TopLayer","CAPC0603X33N","-123.2232","59.4692","90","Non-polarised capacitor"
"R547","0","BottomLayer","RESC0603X28N","-99.7712","19.5325","180","Resistor"
"R545","0","BottomLayer","RESC0603X28N","-99.7712","20.8787","180","Resistor"
"R537","0","BottomLayer","RESC0603X28N","-99.3394","-7.1375","180","Resistor"
"R533","0","BottomLayer","RESC0603X28N","-99.1108","-8.3821","180","Resistor"
"R531","0","TopLayer","RESC0603X28N","-96.2404","24.7396","180","Resistor"
"R529","0","BottomLayer","RESC0603X28N","-99.1565","-4.5419","180","Resistor"
"R527","0","TopLayer","RESC0603X28N","-96.2406","25.9589","180","Resistor"
"R525","0","BottomLayer","RESC0603X28N","-99.1517","-5.8072","180","Resistor"
"R475","0","TopLayer","RESC0603X28N","-93.4718","30.4038","180","Resistor"
"R445","0","TopLayer","RESC0603X28N","-93.4717","29.6164","180","Resistor"
"R385","0","TopLayer","RESC0603X28N","-98.0948","27.3305","180","Resistor"
"R375","0","TopLayer","RESC0603X28N","-98.0948","28.0925","180","Resistor"
"R363","0","TopLayer","RESC0603X28N","-107.8482","29.6418","180","Resistor"
"R359","0","TopLayer","RESC0603X28N","-107.8482","30.4292","180","Resistor"
"R251","0","TopLayer","RESC0603X28N","-100.5642","23.0124","180","Resistor"
"R243","0","TopLayer","RESC0603X28N","-100.5642","23.7998","180","Resistor"
"X3","32.768kHz","TopLayer","XTAL_ABRACON_ABS25","-172.7000","93.7750","180","Crystal 4 pins 1=XTAL Control 2 And 3=NC 4=XTAL"
"X1","ECS-80-12-30-JGM-TR","TopLayer","ECS-80-12-30-JGM-TR","-153.4668","105.4608","0","Crystal"
"Q18","BSO301SP H","BottomLayer","INF-P-DSO-8-3_L","-40.4368","-31.1150","180","P-Channel OptiMOS P Power-Transistor, -30 V VDS, -14.9 A ID, -55 to 150 degC, P-DSO-8-3, Reel, Green"
"T16","BSS138LT1G","TopLayer","SOT95P240X110-3N","-131.5466","80.0100","90","N-CHANNEL MOSFET WITH DIODE"
"T12","BSS138LT1G","TopLayer","SOT95P240X110-3N","-160.5000","20.7500","180","N-CHANNEL MOSFET WITH DIODE"
"Q17","Si2315BDS-T1-E3","BottomLayer","SOT95P237X112-3N","-13.0556","43.3832","90","P-CHANNEL MOSFET WITH DIODE"
"Q15","BSS138LT1G","BottomLayer","SOT95P240X110-3N","-13.2232","36.7608","90","N-CHANNEL MOSFET WITH DIODE"
"T9","BSS138LT1G","TopLayer","SOT95P240X110-3N","-131.5466","83.9724","90","N-CHANNEL MOSFET WITH DIODE"
"T8","BSS138LT1G","TopLayer","SOT95P240X110-3N","-97.9170","-23.8506","90","N-CHANNEL MOSFET WITH DIODE"
"T7","BSS138LT1G","TopLayer","SOT95P240X110-3N","-94.0308","-24.0030","0","N-CHANNEL MOSFET WITH DIODE"
"R473","10k","TopLayer","RESC1005X40N","-168.5750","77.3000","0","Resistor - 1%"
"R472","3k3","TopLayer","RESC1608X55N","-147.3454","103.9114","270","Resistor - 1%"
"R471","10k","TopLayer","RESC1005X40N","-146.1008","104.2162","90","Resistor - 1%"
"R470","10k","TopLayer","RESC1005X40N","-51.3080","-5.6134","0","Resistor - 1%"
"R469","10k","TopLayer","RESC1005X40N","-54.9148","-5.4356","0","Resistor - 1%"
"R468","10k","BottomLayer","RESC1005X40N","-56.3250","-4.4250","270","Resistor - 1%"
"R467","10k","TopLayer","RESC1005X40N","-56.7182","0.0762","0","Resistor - 1%"
"R466","10k","TopLayer","RESC1005X40N","-56.7944","-6.1976","0","Resistor - 1%"
"R465","10k","BottomLayer","RESC1005X40N","-25.0444","-16.9926","90","Resistor - 1%"
"R464","10k","BottomLayer","RESC1005X40N","-24.4250","-19.2300","270","Resistor - 1%"
"R463","10k","TopLayer","RESC1005X40N","-24.6126","-21.6154","180","Resistor - 1%"
"R462","10k","TopLayer","RESC1005X40N","-24.6126","-15.1130","180","Resistor - 1%"
"R459","0","TopLayer","RESC1005X40N","-141.6442","-29.8376","0","Resistor"
"R458","0","TopLayer","RESC1005X40N","-141.6442","-28.5676","0","Resistor"
"R457","0","TopLayer","RESC1005X40N","-141.6442","-27.2976","0","Resistor"
"R456","3k9","TopLayer","RESC1005X40N","-130.4544","-20.5486","90","Resistor - 1%"
"R440","100k","TopLayer","RESC1005X40N","-161.5948","-21.1074","90","Resistor - 1%"
"R214","10k","BottomLayer","RESC1005X40N","-74.5000","-0.5000","0","Resistor - 1%"
"R453","10k","TopLayer","RESC1005X40N","-29.6418","-33.1470","270","Resistor - 1%"
"R452","0","TopLayer","RESC1005X40N","-139.8016","14.8082","180","Resistor"
"R451","0","TopLayer","RESC1005X40N","-136.7282","14.8082","0","Resistor"
"R447","0","TopLayer","RESC1005X40N","-141.9860","8.2042","180","Resistor"
"R444","0","TopLayer","RESC1005X40N","-139.0650","8.2296","0","Resistor"
"R443","0","TopLayer","RESC1005X40N","-120.4349","48.7680","180","Resistor"
"R439","2k2","TopLayer","RESC1005X40N","-166.7256","-10.2616","180","Resistor - 1%"
"R271","2k2","TopLayer","RESC1005X40N","-164.8460","-10.2616","0","Resistor - 1%"
"R435","0","TopLayer","RESC1005X40N","-134.2644","60.2742","270","Resistor"
"R434","0","TopLayer","RESC1005X40N","-135.2357","60.2844","270","Resistor"
"R433","0","TopLayer","RESC1005X40N","-130.0734","58.9026","180","Resistor"
"R432","2k2","TopLayer","RESC1005X40N","-130.1242","60.3250","90","Resistor - 1%"
"R431","2k2","TopLayer","RESC1005X40N","-132.2070","60.4266","90","Resistor - 1%"
"R430","10k","TopLayer","RESC1005X40N","-129.0320","68.1990","180","Resistor - 1%"
"R429","10k","TopLayer","RESC1005X40N","-129.0320","67.2084","180","Resistor - 1%"
"R428","10k","TopLayer","RESC1005X40N","-129.4130","66.2178","180","Resistor - 1%"
